URL,Size,Number of outlinks,Content Type
https://www.wsj.com/articles/we-need-a-more-subtle-approach-to-opioids-1516044943,1030621,256,text/html
https://www.wsj.com/articles/a-wage-hike-for-drivers-wouldnt-sink-ride-services-1531498177,1030743,256,text/html
https://www.wsj.com/articles/waking-up-a-brand-with-a-new-folgers-in-your-cup-1519209001,1031286,258,text/html
https://www.wsj.com/articles/exxon-once-a-perfect-machine-is-running-dry-1531490901,1165620,285,text/html
https://www.wsj.com/articles/photos-of-the-day-may-6-1525647901,1051320,255,text/html
https://www.wsj.com/articles/the-changing-face-of-illegal-border-crossings-1531474201,1033071,259,text/html
https://www.wsj.com/articles/the-world-cup-of-boring-celebrations-1531483641,1064728,263,text/html
https://www.wsj.com/articles/the-pentagons-fading-readiness-1516058242,1030592,257,text/html
https://www.wsj.com/articles/johnny-weir-absolutely-loves-the-word-absolutely-1519199218,1050879,267,text/html
https://www.wsj.com/articles/what-to-know-about-529-transfers-1525659301,1054058,287,text/html
https://www.wsj.com/articles/u-a-e-backed-militia-leaders-bid-to-take-control-of-libyan-oil-exports-1531474200,1037864,263,text/html
https://www.wsj.com/articles/billy-graham-bore-witness-for-99-years-1519255604,1030668,257,text/html
https://www.wsj.com/articles/that-new-york-condo-just-got-a-lot-more-expensive-1516017600,1032092,256,text/html
https://www.wsj.com/articles/stories-and-true-stories-review-life-pinned-to-the-page-1531509857,1031150,256,text/html
https://www.wsj.com/articles/colony-capitals-bid-for-some-abraaj-assets-is-rejected-1531487810,1033160,259,text/html
https://www.wsj.com/articles/cmo-today-mediapalooza-2-nuances-tv-networks-increase-ad-load-amazon-channels-to-offer-u-s-ad-supported-streams-1519217868,1073789,287,text/html
https://www.wsj.com/news/types/commodities,640034,266,text/html
https://www.wsj.com/articles/u-s-dollar-edges-higher-before-fomc-minutes-release-1519231948,1032575,259,text/html
https://www.wsj.com/articles/david-bachs-best-and-worst-investments-1525659120,1054411,287,text/html
https://www.wsj.com/articles/the-rise-of-bitcoin-factories-mining-for-the-masses-1519209000,1033432,258,text/html
https://www.wsj.com/articles/judge-dismisses-sec-suit-against-former-och-ziff-executives-1531512230,1033013,257,text/html
https://www.wsj.com/articles/thai-cave-rescue-highlights-the-value-of-teaching-children-to-meditate-1531491476,1033124,257,text/html
https://www.wsj.com/articles/george-soros-and-the-caravan-1525635094,1030840,259,text/html
https://www.wsj.com/articles/worried-about-diaper-bag-emasculation-we-have-one-in-camo-1516041982,1061519,269,text/html
https://www.wsj.com/articles/late-paramount-ceos-los-angeles-home-seeks-77-5-million-1519227419,1053407,266,text/html
https://www.wsj.com/amp/articles/copper-extends-losing-streak-in-third-quarter-1538312400,49040,32,text/html
https://www.wsj.com/articles/pepper-and-salt-1531421981,1038092,258,text/html
https://www.wsj.com/articles/iranians-are-now-chanting-death-to-palestine-1531521747,1031578,256,text/html
https://www.wsj.com/articles/war-torn-yemen-is-desperate-for-aid-so-why-are-saudi-efforts-stalling-1519209061,1033558,258,text/html
https://www.wsj.com/amp/articles/a-multi-layered-drama-1531504215,47999,25,text/html
https://www.wsj.com/articles/the-10-point-1519214430,1058065,278,text/html
https://www.wsj.com/articles/boycotting-trump-1516054420,1030420,260,text/html
https://www.wsj.com/articles/trump-campaign-knew-it-would-win-the-presidency-1516044901,1030311,256,text/html
https://www.wsj.com/articles/the-winter-olympics-are-way-too-long-1519206060,1065851,285,text/html
https://www.wsj.com/articles/cape-town-may-dry-up-because-of-an-aversion-to-israel-1519254816,1031158,256,text/html
https://www.wsj.com/articles/former-new-york-city-comptroller-says-he-will-take-on-state-senator-for-queens-seat-1531506680,1032990,256,text/html
https://www.wsj.com/articles/france-on-the-brink-of-a-world-cup-win-have-the-bleus-1531498212,988556,51,text/html
https://www.wsj.com/articles/activist-investor-calls-for-spinoff-of-bloomin-brands-restaurants-1519225362,1034036,258,text/html
https://www.wsj.com/articles/rep-bridenstines-bid-to-become-nasa-head-stumbles-amid-partisan-brawl-1516016264,1033478,257,text/html
https://www.wsj.com/articles/nyc-council-member-williams-to-explore-running-for-lieutenant-governor-1516059684,1032535,258,text/html
https://www.wsj.com/articles/broadcom-lowers-offer-for-qualcomm-citing-value-transfer-1519223888,1035076,261,text/html
https://www.wsj.com/articles/interior-departments-drone-army-fights-fires-and-monitors-wildlife-1519236000,1033184,257,text/html
https://www.wsj.com/articles/u-s-consumer-sentiment-dips-due-to-tariff-concerns-1531491919,1032643,259,text/html
https://www.wsj.com/articles/big-builders-are-remodeling-the-housing-market-1531474201,1033284,259,text/html
https://www.wsj.com/articles/fdic-sues-16-banks-as-receiver-for-failed-puerto-rico-bank-1519231829,1033476,259,text/html
https://www.wsj.com/articles/the-pleasant-surprises-of-a-renewed-utah-symphony-1519249691,1030042,256,text/html
https://www.wsj.com/articles/venezuelans-watch-as-soldiers-besiege-rebel-group-1516058102,1032113,257,text/html
https://www.wsj.com/articles/oil-market-conquers-its-fears-over-shale-1516021201,1033068,261,text/html
https://www.wsj.com/articles/jeremy-gold-shook-up-pension-world-with-warnings-about-risks-1531492200,1033749,259,text/html
https://www.wsj.com/articles/france-to-hugo-lloris-get-back-in-goal-1531474200,1059357,263,text/html
https://www.wsj.com/articles/gold-down-a-bit-ahead-of-fed-minutes-1519236018,1028205,257,text/html
https://www.wsj.com/articles/n-y-sen-schumer-calls-on-dot-to-help-avoid-repeat-of-jfk-mayhem-1516064400,1034884,259,text/html
https://www.wsj.com/articles/priceline-group-rebrands-to-booking-holdings-1519226212,1031980,258,text/html
https://www.wsj.com/articles/why-an-american-airlines-monopoly-works-for-charlotte-1519225740,1033896,260,text/html
https://www.wsj.com/articles/the-goal-celebrations-of-the-world-cup-1531483249,1027602,255,text/html
https://www.wsj.com/articles/tough-start-for-housing-1519236450,1031178,259,text/html
https://www.wsj.com/articles/trump-satisfied-with-nato-heads-to-u-k-photos-1531425970,1028493,255,text/html
https://www.wsj.com/articles/james-patterson-tom-colicchio-and-more-on-popularity-1516027584,1061768,265,text/html
https://www.wsj.com/articles/both-sides-of-the-aisle-want-better-roads-and-ports-1519254838,1031570,256,text/html
https://www.wsj.com/articles/subaru-predicts-a-2018-gain-in-u-s-sales-as-cupholders-runneth-over-1516042336,1033971,259,text/html
https://www.wsj.com/articles/justice-department-appeal-of-time-warner-deal-changes-nothing-says-at-t-ceo-randall-stephenson-1531488109,1037972,259,text/html
https://www.wsj.com/articles/lloyds-an-undervalued-cash-cow-in-banking-1519229755,1031773,258,text/html
https://www.wsj.com/articles/10-new-york-city-tow-truck-firms-indicted-1519250649,1032263,259,text/html
https://www.wsj.com/articles/dont-fear-a-biotech-correction-1516012200,1030315,258,text/html
https://www.wsj.com/articles/u-s-plans-new-nuclear-weapons-1516063059,1033367,258,text/html
https://www.wsj.com/articles/how-millionaires-collect-food-stamps-1516044026,1030983,256,text/html
https://www.wsj.com/articles/ups-teamsters-reach-tentative-deal-on-trucking-labor-contract-1531507255,1052129,267,text/html
https://www.wsj.com/articles/when-ford-warned-people-to-stop-driving-some-of-its-trucks-a-regulator-lost-sleep-1519214400,1035108,259,text/html
https://www.wsj.com/articles/guilty-plea-doesnt-prohibit-constitutional-challenge-to-convictions-supreme-court-rules-1519261207,1034697,259,text/html
https://www.wsj.com/articles/todays-top-supply-chain-and-logistics-news-from-wsj-1519205747,1061908,301,text/html
https://www.wsj.com/articles/trumps-criticism-of-mays-brexit-plan-zeroes-in-on-trade-reality-1531494913,1034538,259,text/html
https://www.wsj.com/articles/asian-stocks-volatile-after-wall-street-snaps-winning-streak-1519179173,1035976,261,text/html
https://www.wsj.com/articles/at-straitlaced-disney-a-star-producers-r-rated-antics-draw-complaints-1519228818,1035041,258,text/html
https://www.wsj.com/articles/bustle-owner-bryan-goldberg-wins-bankruptcy-auction-for-gawker-com-1531415210,1033797,260,text/html
https://www.wsj.com/articles/chinese-yuan-at-two-year-high-against-dollar-1516008659,1031463,259,text/html
https://www.wsj.com/articles/shell-bids-a-long-goodbye-to-middle-eastern-oil-1516051295,1034297,261,text/html
https://www.wsj.com/articles/cinven-purchase-values-envirotainer-at-over-1-billion-1531413867,1029098,256,text/html
https://www.wsj.com/articles/are-six-ovens-enough-1519228592,1030853,259,text/html
https://www.wsj.com/articles/sorry-collectors-nobody-wants-your-beanie-babies-anymore-1519234039,1031941,259,text/html
https://www.wsj.com/articles/croatia-offers-redemption-for-eastern-europe-1531509432,1031569,257,text/html
https://www.wsj.com/articles/pennsylvania-republicans-ask-u-s-supreme-court-to-block-new-congressional-map-1519266576,1033882,258,text/html
https://www.wsj.com/articles/americas-emerging-petro-economy-flips-the-impact-of-oil-1519209000,1035652,260,text/html
https://www.wsj.com/articles/four-convicted-in-buffalo-billion-corruption-trial-1531429595,1032925,259,text/html
https://www.wsj.com/articles/before-a-firing-and-a-hiring-a-coachs-wiki-gets-a-scrub-1516033901,1056175,267,text/html
https://www.wsj.com/articles/long-to-do-list-awaits-new-jerseys-next-governor-1516018540,1032699,259,text/html
https://www.wsj.com/articles/u-s-moves-to-halt-turkeys-drift-toward-iran-and-russia-1519243933,1032416,258,text/html
https://www.wsj.com/articles/contractor-winds-down-work-on-puerto-rico-grid-as-restoration-continues-1519241000,1033314,259,text/html
https://www.wsj.com/articles/an-ally-sizes-up-donald-trump-1531521949,1031023,256,text/html
https://www.wsj.com/articles/sexual-harrassment-theres-an-app-to-report-that-1519228463,1033608,259,text/html
https://www.wsj.com/articles/in-figure-skating-russias-perfectly-legal-secret-sauce-1519212413,1034279,260,text/html
https://www.wsj.com/articles/ok-google-youve-been-served-1516044100,1031886,258,text/html
https://www.wsj.com/articles/organized-labors-lawbreakers-1516058283,1030134,257,text/html
https://www.wsj.com/articles/fox-gets-u-k-approval-to-buy-sky-amid-bidding-war-with-comcast-1531393148,1033391,256,text/html
https://www.wsj.com/articles/crews-take-up-two-fronts-in-cleanup-of-sunken-iranian-tanker-1516021122,1035916,261,text/html
https://www.wsj.com/articles/supreme-court-limits-suits-against-foreign-terror-sponsors-1519255862,1032623,259,text/html
https://www.wsj.com/articles/in-a-fresh-sign-of-strength-glencore-quadruples-earnings-1519203381,1032298,258,text/html
https://www.wsj.com/articles/five-stairways-go-from-dull-to-dramatic-1531501429,1029315,257,text/html
https://www.wsj.com/articles/former-netanyahu-aide-to-testify-in-corruption-case-1519242015,1034119,259,text/html
https://www.wsj.com/articles/a-civil-rights-icons-legacy-is-remembered-1516065723,1028508,255,text/html
https://www.wsj.com/articles/heres-a-change-u-s-borrowing-costs-among-highest-in-developed-world-1519215397,1033571,258,text/html
https://www.wsj.com/articles/pepper-and-salt-1531787302,1026413,257,text/html
https://www.wsj.com/articles/platinum-clinging-to-its-status-as-a-top-precious-metal-faces-a-crisis-1516043471,1036066,258,text/html
https://www.wsj.com/articles/u-s-existing-home-sales-slumped-in-january-1519225560,1034132,261,text/html
https://www.wsj.com/articles/wanted-an-honest-fbi-1516044263,1031099,259,text/html
https://www.wsj.com/articles/glencore-rewards-those-who-wait-1519214747,1031397,258,text/html
https://www.wsj.com/articles/citigroup-posts-higher-profit-revenue-1531483353,1032673,258,text/html
https://www.wsj.com/articles/americas-security-depends-on-mexico-1519255670,1030308,256,text/html
https://www.wsj.com/articles/vikings-shock-the-world-especially-minnesota-1516031794,1032835,260,text/html
https://www.wsj.com/articles/a-denim-moguls-farm-to-table-california-home-1519229170,1059386,255,text/html
https://www.wsj.com/articles/olympic-gymnast-simone-biles-alleges-sexual-abuse-by-u-s-team-doctor-1516069242,1032128,259,text/html
https://www.wsj.com/articles/the-5-minute-dessert-of-the-summer-1531412880,1029970,257,text/html
https://www.wsj.com/articles/chinese-auto-maker-dumping-trumpchi-name-for-u-s-push-1516058192,1030868,257,text/html
https://www.wsj.com/articles/trump-economic-report-blames-obama-policies-for-slow-growth-1519232428,1033443,258,text/html
https://www.wsj.com/articles/facebook-gives-researchers-full-access-for-election-studies-1531348942,1033859,258,text/html
https://www.wsj.com/articles/oil-slides-ahead-of-inventory-forecast-1519213474,1032589,261,text/html
https://www.wsj.com/articles/amazon-is-taking-over-the-stock-market-too-1519234705,1032289,258,text/html
https://www.wsj.com/articles/cvs-vows-to-stop-altering-beauty-images-in-its-marketing-1516022101,1065507,269,text/html
https://www.wsj.com/articles/inside-the-many-many-homes-of-this-female-billionaire-1531406731,955754,35,text/html
https://www.wsj.com/articles/looking-for-an-affordable-ride-try-a-mitsubishi-lot-1516031034,1034250,259,text/html
https://www.wsj.com/articles/congress-should-make-rural-broadband-a-high-priority-1519231444,1030569,256,text/html
https://www.wsj.com/articles/beyond-the-iran-nuclear-deal-1516044178,1031265,257,text/html
https://www.wsj.com/articles/fed-officials-marked-up-growth-inflation-outlook-in-january-1519239983,1032443,260,text/html
https://www.wsj.com/articles/u-s-wins-its-first-ever-cross-country-gold-1519212677,1035223,263,text/html
https://www.wsj.com/articles/the-cnn-situation-1519242135,1031076,260,text/html
https://www.wsj.com/articles/syrias-former-rebel-strongholds-endure-as-assad-regime-reasserts-control-1531430560,1033980,258,text/html
https://www.wsj.com/articles/boe-official-says-finance-manufacturing-behind-u-k-productivity-slump-1516041767,1032668,260,text/html
https://www.wsj.com/articles/vox-media-fires-about-50-employees-scales-back-on-social-video-1519229513,1064153,270,text/html
https://www.wsj.com/articles/indonesia-stock-exchange-balcony-collapses-1516005588,1027797,255,text/html
https://www.wsj.com/articles/secret-service-issues-guide-aimed-at-preventing-school-shootings-1531396801,1032540,258,text/html
https://www.wsj.com/articles/a-civil-rights-icons-legacy-is-remembered-1516074494,1029121,257,text/html
https://www.wsj.com/articles/michael-cohen-purchases-new-york-city-apartment-for-6-7-million-1531412324,1029100,256,text/html
https://www.wsj.com/articles/alina-zagitova-takes-lead-over-evgenia-medvedeva-in-womens-short-program-1519197077,1033997,260,text/html
https://www.wsj.com/articles/top-colleges-in-the-philadelphia-area-1519227403,1052186,287,text/html
https://www.wsj.com/articles/treasury-to-sell-135-billion-in-debt-1531414740,1030015,256,text/html
https://www.wsj.com/articles/fiat-chrysler-ceo-rules-out-selling-brands-or-splitting-up-company-1516048463,1033661,259,text/html
https://www.wsj.com/articles/a-n-j-county-sues-purdue-pharma-sackler-family-for-opioid-marketing-1519248523,1034285,259,text/html
https://www.wsj.com/articles/polands-new-leader-faces-daunting-charm-offensive-1516045775,1034455,260,text/html
https://www.wsj.com/articles/amenities-war-breaks-out-in-long-island-city-rentals-1519225200,1031075,256,text/html
https://www.wsj.com/articles/jpmorgan-chase-to-build-new-midtown-nyc-headquarters-1519217001,1035567,260,text/html
https://www.wsj.com/articles/beijing-lets-yuan-weaken-by-most-in-18-months-1531373892,1033935,261,text/html
https://www.wsj.com/articles/u-s-warned-jared-kushner-about-wendi-deng-murdoch-1516052072,1033492,261,text/html
https://www.wsj.com/articles/bon-secours-and-mercy-health-merger-creates-regional-hospital-giant-1519256967,1034289,257,text/html
https://www.wsj.com/articles/uproar-as-south-korea-plans-cryptocurrency-crackdown-1516010494,1033377,257,text/html
https://www.wsj.com/articles/you-accidentally-venmoed-149-to-a-stranger-good-luck-getting-it-back-1531411133,955056,34,text/html
https://www.wsj.com/articles/inside-beats-president-luke-woods-john-lautner-designed-l-a-home-1516028062,1065870,268,text/html
https://www.wsj.com/articles/trump-makes-final-rounds-at-nato-summit-after-sharp-criticisms-and-demands-1531387518,1038214,262,text/html
https://www.wsj.com/articles/why-turkey-is-ready-to-go-to-war-with-syria-over-afrin-1519228635,1033357,255,text/html
https://www.wsj.com/articles/gop-congressman-gets-an-earful-about-guns-1519230530,1032797,258,text/html
https://www.wsj.com/articles/jumanji-stays-king-of-weekend-box-office-1516060552,1030595,256,text/html
https://www.wsj.com/articles/former-new-york-pension-fund-executive-sentenced-to-21-months-in-prison-1531429910,1033356,259,text/html
https://www.wsj.com/articles/balcony-collapses-at-indonesia-stock-exchange-injuries-reported-1515999301,1035049,259,text/html
https://www.wsj.com/articles/how-jeffrey-immelts-success-theater-masked-the-rot-at-ge-1519231067,1038620,265,text/html
https://www.wsj.com/articles/drone-attacks-on-russian-bases-in-syria-expose-security-holes-1516017608,1034176,259,text/html
https://www.wsj.com/articles/in-living-biblically-a-man-teeters-down-the-straight-and-narrow-path-1519224880,1031560,257,text/html
https://www.wsj.com/articles/roku-shares-plunge-on-weak-forecast-1519253210,1031138,258,text/html
https://www.wsj.com/articles/to-get-along-better-we-need-better-arguments-1531411024,1032131,257,text/html
https://www.wsj.com/articles/shutdown-deadline-looms-as-congress-deal-remains-elusive-1516050522,1037011,262,text/html
https://www.wsj.com/articles/dish-network-highlights-sling-tv-subscribers-as-pay-tv-declines-1519213052,1034815,262,text/html
https://www.wsj.com/articles/saber-rattling-in-syria-1516058207,1030404,257,text/html
https://www.wsj.com/articles/senate-losses-are-worth-the-risk-for-democrats-1531436897,1030258,256,text/html
https://www.wsj.com/articles/pension-sues-canadian-banks-alleging-manipulation-of-rate-1516076934,1032055,259,text/html
https://www.wsj.com/articles/oil-rebounds-as-investors-review-latest-supply-news-1531392950,1033231,259,text/html
https://www.wsj.com/articles/after-decades-of-growth-colleges-find-its-survival-of-the-fittest-1519209001,1034553,258,text/html
https://www.wsj.com/articles/ge-changes-course-on-selling-baker-hughes-stake-1519234597,1031804,257,text/html
https://www.wsj.com/articles/dont-take-me-out-to-the-ballgamei-cant-afford-it-1531435684,1031152,256,text/html
https://www.wsj.com/articles/trouble-ahead-for-the-treasury-market-1516023000,1034419,259,text/html
https://www.wsj.com/articles/oil-prices-pressured-by-rising-u-s-rig-count-1516015010,1031073,259,text/html
https://www.wsj.com/articles/stopping-school-shootings-and-mass-murder-1519231466,1029969,256,text/html
https://www.wsj.com/articles/airbus-boss-takes-aim-at-trumps-trade-stance-1516059493,1031991,258,text/html
https://www.wsj.com/articles/sec-probes-why-facebook-didnt-warn-sooner-on-privacy-lapse-1531422043,1034821,261,text/html
https://www.wsj.com/articles/photos-a-lifetime-of-preaching-1519228640,1028321,255,text/html
https://www.wsj.com/articles/why-america-is-going-broke-1519254875,1030011,256,text/html
https://www.wsj.com/articles/drink-trend-of-the-moment-cocktail-conceptualism-1531411524,1031597,256,text/html
https://www.wsj.com/articles/big-air-either-the-best-or-worst-thing-for-snowboarding-1519207468,1033474,259,text/html
https://www.wsj.com/articles/indonesia-moves-closer-to-taking-controlling-stake-in-freeport-copper-mine-1531401696,1036938,260,text/html
https://www.wsj.com/articles/corrections-amplifications-1516059378,1026796,256,text/html
https://www.wsj.com/articles/deal-making-just-got-tougher-for-struggling-generic-drugmakers-1519209002,1032452,258,text/html
https://www.wsj.com/articles/slowdown-in-home-sales-spreads-to-brooklyn-and-queens-1531368061,1032733,256,text/html
https://www.wsj.com/articles/the-momentum-game-has-returned-to-the-stock-market-1516058256,1032066,260,text/html
https://www.wsj.com/articles/corrections-amplifications-1519254680,1026938,256,text/html
https://www.wsj.com/articles/where-new-york-goes-to-think-1531438118,1031076,259,text/html
https://www.wsj.com/articles/team-usa-falls-in-hockey-shootout-1519197128,1033241,262,text/html
https://www.wsj.com/articles/review-deciding-against-the-paper-chase-1516044311,1031377,256,text/html
https://www.wsj.com/articles/i-avoided-the-norovirus-but-i-caught-the-curling-bug-1519215371,1033657,260,text/html
https://www.wsj.com/articles/myanmar-readies-first-camp-for-returning-rohingya-refugees-1516010044,1030560,256,text/html
https://www.wsj.com/articles/chateau-margaux-for-seat-2a-emirates-rewrites-rules-for-airlines-1531406181,955252,31,text/html
https://www.wsj.com/articles/the-census-should-ask-about-citizenship-1516044136,1030534,256,text/html
https://www.wsj.com/articles/trump-administration-maintains-it-is-tough-on-russia-1519271905,1033508,258,text/html
https://www.wsj.com/articles/france-proposes-tougher-law-on-migrants-1519238698,1031544,258,text/html
https://www.wsj.com/articles/neglected-your-nest-egg-while-raising-children-thats-ok-if-you-have-a-catch-up-plan-1531387801,1035280,260,text/html
https://www.wsj.com/articles/a-west-point-welcome-1519259023,1028642,257,text/html
https://www.wsj.com/articles/defiant-governor-in-northern-afghanistan-tests-president-ashraf-ghani-1516050446,1035294,259,text/html
https://www.wsj.com/articles/the-road-to-walden-review-peripatetic-ponderings-1531436395,1030612,256,text/html
https://www.wsj.com/articles/confirming-judges-a-trump-win-in-2017-may-get-tougher-1516056587,1033308,258,text/html
https://www.wsj.com/articles/a-dessert-that-never-fails-to-comfort-tres-leche-cake-1519235675,1055426,259,text/html
https://www.wsj.com/articles/walmart-in-talks-to-move-credit-card-partnership-to-capital-one-1531421740,1034360,260,text/html
https://www.wsj.com/articles/watch-where-the-money-goes-after-softbank-telco-ipo-1515996456,1032305,258,text/html
https://www.wsj.com/articles/what-to-watch-in-the-fed-minutes-1519209001,1031693,257,text/html
https://www.wsj.com/articles/papa-johns-directors-accept-chairmans-resignation-1531404524,1033241,258,text/html
https://www.wsj.com/articles/trump-again-presses-jeff-sessions-over-russia-probe-1519246156,1034070,260,text/html
https://www.wsj.com/articles/supreme-court-curbs-protections-for-whistleblowers-1519235827,1033181,261,text/html
https://www.wsj.com/articles/north-korea-brings-pop-singer-to-talks-with-south-1516031732,1035377,260,text/html
https://www.wsj.com/articles/what-to-expect-from-wells-fargos-earnings-1531413262,1031063,259,text/html
https://www.wsj.com/articles/thomas-vs-sotomayor-1519259115,1029740,257,text/html
https://www.wsj.com/articles/conveyor-belt-sushi-restaurants-latest-menu-rollout-omakase-1516060138,1031975,258,text/html
https://www.wsj.com/articles/two-suicide-bombers-attack-baghdad-1516012557,1030461,256,text/html
https://www.wsj.com/articles/ford-north-america-president-leaves-following-misconduct-allegations-1519249044,1033223,259,text/html
https://www.wsj.com/articles/three-homes-fit-for-a-president-1519229698,1030297,256,text/html
https://www.wsj.com/articles/germany-delays-greeces-final-bailout-payment-1531431927,1032421,258,text/html
https://www.wsj.com/articles/global-markets-rise-slightly-to-start-the-week-1515982086,1033617,263,text/html
https://www.wsj.com/articles/spotify-disrupted-the-music-world-now-its-doing-the-same-to-wall-street-1516024778,1033977,258,text/html
https://www.wsj.com/articles/german-court-authorizes-extradition-to-spain-of-catalonias-former-leader-1531399261,1034984,257,text/html
https://www.wsj.com/articles/sec-calls-for-curbs-on-employee-trading-during-cyberbreaches-1519263850,1047898,259,text/html
https://www.wsj.com/articles/philippines-shuts-down-news-site-critical-of-duterte-1516008217,1032310,259,text/html
https://www.wsj.com/articles/south-korea-regulator-says-samsung-biologics-violated-accounting-rules-1531407128,1036134,260,text/html
https://www.wsj.com/articles/my-ski-vacation-is-better-than-yours-norways-senja-island-1519231328,1032157,257,text/html
https://www.wsj.com/articles/when-weak-bank-lending-is-a-good-sign-1519228046,1030940,258,text/html
https://www.wsj.com/articles/a-tough-start-for-u-s-women-at-the-australian-open-1516023336,1031442,258,text/html
https://www.wsj.com/articles/tops-markets-files-for-chapter-11-bankruptcy-protection-1519228114,1032748,259,text/html
https://www.wsj.com/articles/the-recipe-the-legend-bombay-bread-bars-black-pepper-shrimp-1531409795,1031365,257,text/html
https://www.wsj.com/articles/apple-and-tencent-reach-deal-to-let-wechat-users-dole-out-tips-1516018849,1033814,260,text/html
https://www.wsj.com/articles/in-the-tower-anne-truitt-review-totemic-titan-of-color-1515857109,1029545,256,text/html
https://www.wsj.com/articles/pakistan-avoids-inclusion-on-international-terror-financing-watch-list-1519257040,1034314,260,text/html
https://www.wsj.com/articles/airbnbs-push-into-experiences-has-been-a-slog-1519209000,1033903,259,text/html
https://www.wsj.com/articles/e-commerce-entrepreneur-to-pay-a-record-for-new-york-penthouse-1531430105,1033940,259,text/html
https://www.wsj.com/articles/justice-scalia-spoke-favorably-of-trumps-presidential-run-author-bryan-garner-says-1516031467,1033911,259,text/html
https://www.wsj.com/news/author/1472,436132,250,text/html
https://www.wsj.com/articles/omnicom-boosts-data-effort-with-new-marketing-platform-1531393200,1065082,267,text/html
https://www.wsj.com/articles/trump-at-white-house-forum-signals-support-for-arming-school-staff-1519259320,1035691,258,text/html
https://www.wsj.com/amp/articles/elon-musks-right-hand-woman-is-steadying-force-at-spacex-1538233204,55810,29,text/html
https://www.wsj.com/articles/photos-of-the-day-july-12-1531429141,1028868,255,text/html
https://www.wsj.com/articles/lego-clicks-with-chinas-tencent-to-develop-online-games-1516029387,1032992,258,text/html
https://www.wsj.com/articles/irans-syrian-front-1519259074,1029512,257,text/html
https://www.wsj.com/articles/photos-of-the-day-feb-21-1519251122,1028405,255,text/html
https://www.wsj.com/articles/former-lawmaker-sadat-wont-run-for-president-in-egypt-1516022380,1030872,256,text/html
https://www.wsj.com/articles/economists-think-u-s-unemployment-is-headed-to-a-50-year-low-1531404000,1031802,259,text/html
https://www.wsj.com/articles/copper-rebounds-after-long-slump-1531407891,1031490,260,text/html
https://www.wsj.com/articles/spacex-indicates-satellite-based-internet-system-will-take-longer-than-anticipated-1519227620,1034419,257,text/html
https://www.wsj.com/articles/apple-sets-300-million-clean-energy-fund-for-china-amid-trade-tensions-1531436414,1033975,257,text/html
https://www.wsj.com/articles/activist-investors-turn-up-heat-in-drive-for-returns-1531434346,1033010,258,text/html
https://www.wsj.com/articles/whats-the-matter-with-norway-1516044074,1030463,256,text/html
https://www.wsj.com/articles/photos-womens-downhill-skiing-at-the-pyeongchang-olympics-1519197100,1030214,255,text/html
https://www.wsj.com/articles/parkland-students-protest-in-tallahassee-raising-political-pressure-for-tougher-gun-laws-1519252255,1039915,260,text/html
https://www.wsj.com/articles/goodwall-closes-10-8-million-series-a-for-teen-and-early-adult-professional-network-1531436455,1028308,256,text/html
https://www.wsj.com/articles/notable-quotable-larry-mone-retires-1531435633,1029433,256,text/html
https://www.wsj.com/articles/citigroups-results-what-to-watch-for-1531420899,1030798,257,text/html
https://www.wsj.com/articles/jpmorgan-whistleblower-set-to-get-largest-payout-from-cftc-1531421603,1032220,257,text/html
https://www.wsj.com/articles/abraaj-liquidators-unable-to-find-key-financial-statements-1531421679,1032571,258,text/html
https://www.wsj.com/articles/religious-and-political-leaders-react-to-billy-grahams-death-1519231502,1030163,256,text/html
https://www.wsj.com/articles/florida-a-big-death-penalty-state-weighs-what-to-do-about-school-shooting-1519209000,1034789,258,text/html
https://www.wsj.com/articles/the-publics-indifference-is-complicating-central-bank-efforts-to-control-inflation-expectations-1531389600,1033710,260,text/html
https://www.wsj.com/articles/the-dollars-decline-has-a-flipside-for-markets-1516023891,1032525,258,text/html
https://www.wsj.com/articles/treasury-recommends-keeping-dodd-frank-liquidation-power-1519223409,1032254,260,text/html
https://www.wsj.com/articles/venezuela-opposition-to-boycott-vote-1519253061,1031210,256,text/html
https://www.wsj.com/articles/trump-administration-says-all-eligible-young-migrant-children-have-been-reunited-1531404207,1037120,260,text/html
https://www.wsj.com/articles/netflix-topples-hbo-in-emmy-nominations-1531412025,1033871,260,text/html
https://www.wsj.com/articles/science-fiction-when-history-takes-an-abrupt-detour-1531445113,1031797,256,text/html
https://www.wsj.com/articles/a-question-for-u-k-ministers-what-were-you-after-with-brexit-1519253785,1033384,260,text/html
https://www.wsj.com/articles/notable-quotable-russia-1519254791,1028915,256,text/html
https://www.wsj.com/articles/faces-of-old-vienna-1531418206,1030467,257,text/html
https://www.wsj.com/articles/palm-beach-notches-big-ticket-home-sales-1515684332,953759,33,text/html
https://www.wsj.com/articles/u-s-government-bonds-strengthen-ahead-of-fed-minutes-1519230231,1032501,259,text/html
https://www.wsj.com/articles/youtube-says-it-mistakenly-promoted-a-conspiratorial-video-on-florida-shooting-1519257359,1033422,258,text/html
https://www.wsj.com/articles/european-governments-fail-to-agree-on-redistributing-migrants-1531416985,1033729,258,text/html
https://www.wsj.com/articles/economists-in-new-survey-see-federal-reserve-on-autopilot-1531404001,1031495,258,text/html
https://www.wsj.com/articles/iea-warns-outages-may-stretch-oil-output-cushion-to-the-limit-1531390993,1031801,258,text/html
